protocol,repeat,round,loss,accuracy,precision,recall,f1,roc_auc,local_training_seconds,encryption_seconds,aggregation_seconds,threshold_decryption_seconds,query_evaluation_seconds,round_seconds,rss_start_bytes,rss_end_bytes,peak_rss_bytes,peak_rss_delta_bytes,peak_python_bytes,uplink_bytes,downlink_bytes,threshold_bytes,round_communication_bytes,authorized_scalar,authorized_reference,authorized_absolute_error,aggregate_exact_noise,query_exact_noise
hybrid_pet,0,1,0.48704840969996566,0.739048473967684,0.6030667363652205,0.8462102689486553,0.704242547563333,0.8276235585843348,5.8196718230000215,0.19487612799991894,0.003229989000033129,0.0580442130000165,1.0966147220000266,9.31080018299997,381980672,409210880,409210880,27230208,11142152,10240,1120,6144,17504,0.225,0.225,0.0,132,10696789797
hybrid_pet,0,2,0.48539076142508,0.7408438061041293,0.6054708048395582,0.8442542787286064,0.7051975901153885,0.8281735767916906,5.497400654999865,0.14367952100019465,0.0042536189999964336,0.16116967799996473,1.4788406860000123,7.315089103999981,409210880,409284608,409284608,73728,254865,10240,1120,6144,17504,-0.05859375,-0.05859375,0.0,138,25923052987
hybrid_pet,0,3,0.4836786978976731,0.7420107719928186,0.6105856675154602,0.8207823960880195,0.700250312891114,0.827179038998422,6.2174723049998875,0.17840547499997683,0.0037027450000550743,0.04692711899997448,0.6132585969999127,7.087357921000034,409284608,409284608,409284608,0,385560,10240,1120,6144,17504,0.01953125,0.01953125,0.0,90,7138930672
hybrid_pet,0,4,0.4845680277908298,0.7397666068222621,0.604308985811876,0.843520782396088,0.7041534850494948,0.8285450935511279,6.689389811000069,0.2040419469998369,0.002328360000092289,0.05896253599996726,1.393988003000004,8.38582894000001,409284608,409550848,409550848,266240,230164,10240,1120,6144,17504,-0.0109375,-0.0109375,0.0,130,14734249750
hybrid_pet,0,5,0.48411706277241184,0.7414721723518851,0.6079200856225473,0.8332518337408313,0.7029702970297029,0.8277624373580261,6.253785937999851,0.17237823000004937,0.008403891000057229,0.051577790999999706,1.4668821170000683,7.9833347129999765,409550848,409550848,409550848,0,384648,10240,1120,6144,17504,0.01015625,0.010156250000000002,1.734723475976807e-18,124,26383142655
